year	month	day	tow no	tow.id	Time.Logbook	loranx.logbook	lorany.logbook	door spread
1988	11	13	1	219	8:22	15068.2	30623.9	3.5
1988	11	13	1	219	8:23	15068.1	30624.2	8.2
1988	11	13	1	219	8:24	15068.1	30624.3	7.9
1988	11	13	1	219	8:25	15068.0	30624.5	6.9
1988	11	13	1	219	8:26	15068.0	30624.7	6.5
1988	11	13	2	220	9:50	15074.7	30700.2	3.5
1988	11	13	2	220	9:51	15074.7	30700.5	5.5
1988	11	13	2	220	9:52	15074.7	30700.1	6.2
1988	11	13	2	220	9:53	15074.7	30701.8	6.0
1988	11	13	2	220	9:54	15074.7	30702.1	9.0
1988	11	13	2	220	9:55	15074.7	30702.5	9.4
1988	11	13	3	221	10:29	15076.2	30707.5	3.5
1988	11	13	3	221	10:30	15076.4	30704.5	4.8
1988	11	13	3	221	10:31	15076.5	30709.0	5.3
1988	11	13	3	221	10:32	15076.7	30709.6	8.3
1988	11	13	3	221	10:33	15076.7	30710.1	8.1
1988	11	13	3	221	10:34	15076.9	30710.9	7.9
1988	11	13	4	222	10:59	15076.4	30709.0	3.0
1988	11	13	4	222	11:00	15076.4	30709.3	4.5
1988	11	13	4	222	11:01	15076.4	30709.7	5.8
1988	11	13	4	222	11:02	15076.4	30709.9	7.0
1988	11	13	4	222	11:03	15076.3	30710.2	7.4
1988	11	13	4	222	11:04	15076.3	30710.6	8.3
1988	11	13	5	223	11:38	15077.6	30770.1	4.4
1988	11	13	5	223	11:39	15077.7	30720.7	4.2
1988	11	13	5	223	11:40	15077.8	30721.1	5.4
1988	11	13	5	223	11:41	15077.8	30721.7	8.6
1988	11	13	5	223	11:42	15077.8	30722.2	8.2
1988	11	13	5	223	11:43	15077.9	30722.8	8.8
1988	11	13	6	224	12:34	15077.9	30723.5	4.1
1988	11	13	6	224	12:35	15077.9	30723.9	4.7
1988	11	13	6	224	12:36	15077.9	30724.4	7.0
1988	11	13	6	224	12:37	15078.0	30724.9	6.6
1988	11	13	6	224	12:38	15077.9	30725.5	5.6
1988	11	13	6	224	12:39	15077.9	30725.9	5.9
1988	11	13	7	225	13:08	15078.8	30733.2	2.8
1988	11	13	7	225	13:09	15079.0	30734.0	5.4
1988	11	13	7	225	13:10	15079.0	30734.4	5.9
1988	11	13	7	225	13:11	15079.1	30734.8	5.5
1988	11	13	7	225	13:12	15079.2	30735.3	3.2
1988	11	13	7	225	13:13	15079.2	30735.7	3.8
