C1200,C1224,C1510,C1600,C1810,C1823,C1827,C1930,C2893,C3100,C3200,C3700,C4200,C8113,C8200,C8300,C8324,C8500,C9200,C9300,C9302,C9303,C9304,C9400,C9630,class_data,DATE,GPnum,GPnum_wt_year,Location,P1200,P1224,P1510,P1600,P1810,P1823,P1827,P1930,P2893,P3100,P3200,P3700,P4200,P8113,P8200,P8300,P8324,P8500,P9200,P9300,P9302,P9303,P9304,P9400,P9630,TCseapen,TCsponge,TCsponge2,timestamp,TPseapen,TPsponge,TPsponge2,TRAWLNUM,TWseapen,TWsponge,TWsponge2,W1200,W1224,W1510,W1600,W1810,W1823,W1827,W1930,W2893,W3100,W3200,W3700,W4200,W8113,W8200,W8300,W8324,W8500,W9200,W9300,W9302,W9303,W9304,W9400,W9630
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,GP229A3,G21_GP229A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31 15:43:56,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31,GP215F,G21_GP215F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-08-31 16:48:26,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6,,,,,,,,,,,,,,,,,,,,,2021-08-31,GP215A1,G21_GP215A1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-08-31 18:14:08,,,,10,,,,,,,,,4.47,,,,,,,,,,,,,,,,,,,
,,,,,77,,,,,,,,,,1,,,,,,,,,,,2021-08-31,GP210F,G21_GP210F,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,2021-08-31 19:36:50,,1,,11,,0.04,,,,,,,8.36,,,,,,,,,,0.15,,,,,,,,,
,,,,,13,7,,,,,,,,,,,,,,,,,,,,2021-09-01,GP221F,G21_GP221F,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,2021-09-01 05:29:10,,,,1,,,,,,,,,1.42,0.57,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-09-01,GP177F,G21_GP177F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-01 07:10:18,,,,2,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-01,GP190F,G21_GP190F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-01 08:51:06,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,3,,,,,,,,,2021-09-01,GP188F,G21_GP188F,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-01 09:58:22,,,,4,,,,,,1.72,,,,,,,,,,,,,,,4.9,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-01,GP196F,G21_GP196F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-01 10:56:32,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4,1,,,,,,,,,2,,,,,,,,,,,2021-09-01,GP196A1,G21_GP196A1,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,2021-09-01 11:30:45,,1,,6,,0.31,,,,,,,0.81,0.1,,,,,,,,,0.11,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,,2021-09-01,GP182F,G21_GP182F,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-09-01 12:45:24,,,,7,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-01,GP194F,G21_GP194F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-01 14:51:44,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,5,,,,,,,,,,,2021-09-01,GP186F,G21_GP186F,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2021-09-01 15:57:50,,,,9,,,,,,,,,,,,,,,,,,,0.28,,,,,,,,,
,,,,,2,,,,,,,,,,1,,,,,,,,,,,2021-09-01,GP167F,G21_GP167F,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,2021-09-01 17:13:03,,1,,10,,0.41,,,,,,,0.39,,,,,,,,,,0.06,,,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-09-01,GP173F,G21_GP173F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-01 18:26:06,,1,,11,,0.09,,,,,,,,,,,,,,,,,,,1.08,,,,,,,
,,,,,117,38,,,,,,,,,1,,,,,,,,,,,2021-09-02,GP225F,G21_GP225F,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,1,,2021-09-02 06:02:01,,1,,1,,0.03,,,,,,,10.77,7.78,,,,,,,,,0.08,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-04,GP222F,G21_GP222F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-04 14:02:19,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,3,,,,,,,,,2021-09-04,GP205F,G21_GP205F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-04 14:43:14,,,,2,,,,,,,,,,,,,,,,,,,,,1.98,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-09-04,GP213F,G21_GP213F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-04 15:58:15,,,,3,,,,,,,,,,,,,,,,,,,,,1.38,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-09-04,GP224F,G21_GP224F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-04 16:58:32,,,,4,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,
,,,,,,,,,,,,,,,,,2,,,,,,,,,2021-09-05,GP239F,G21_GP239F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-05 11:04:15,,,,1,,,,,,,,,,,,,,,,,,,,,1.63,,,,,,,
,,,,,,,,,,,,,,,,,3,,,,,,,,,2021-09-05,GP253F,G21_GP253F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-05 11:29:14,,,,2,,,,,,,,,,,,,,,,,,,,,3.27,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-09-05,GP242F,G21_GP242F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-05 12:15:36,,,,3,,,,,,,,,,,,,,,,,,,,,0.57,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-05,GP228F,G21_GP228F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-05 13:03:41,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,3,,,,,,,,,2021-09-05,GP216F,G21_GP216F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-05 14:45:20,,,,5,,,,,,,,,,,,,,,,,,,,,2.42,,,,,,,
,,,,,,,,,,,,,,,4,,1,,,,,,,,,2021-09-05,GP195F,G21_GP195F,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,2021-09-05 16:09:25,,,,6,,,,,,,,,,,,,,,,,,,0.25,,0.49,,,,,,,
,,,,,,,,,,,,,,,,,2,,,,,,,,,2021-09-05,GP171F,G21_GP171F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-05 17:21:19,,,,7,,,,,,,,,,,,,,,,,,,,,0.56,,,,,,,
,,,,,1,,,,,,,,,,,,2,,,,,,,,,2021-09-05,GP155F,G21_GP155F,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-09-05 18:48:51,,,,8,,,,,,,,,0.06,,,,,,,,,,,,2.36,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,,2021-09-06,GP118F,G21_GP118F,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-09-06 06:20:51,,,,1,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-06,GP143F,G21_GP143F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-06 07:21:41,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,1,,,,,,,,,2021-09-06,GP143A1,G21_GP143A1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,2021-09-06 08:09:48,,1,,3,,0.03,,,,,,,0.33,,,,,,,,,,,,0.74,,,,,,,
,,,,,1,,,,,,,,,,,,1,,,,,,,,,2021-09-06,GP157F,G21_GP157F,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-09-06 09:46:24,,1,,4,,0.09,,,,,,,0.18,,,,,,,,,,,,0.1,,,,,,,
,,,,1,,,,,,,,,,,,,1,,,,,,,,,2021-09-06,GP172F,G21_GP172F,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-06 10:49:18,,,,5,,,,,,,,0.05,,,,,,,,,,,,,0.94,,,,,,,
,,,,,7,,,,,,,,,,,,1,,,,,,,,,2021-09-06,GP183F,G21_GP183F,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-09-06 11:53:58,,,,6,,,,,,,,,0.67,,,,,,,,,,,,1.12,,,,,,,
,,,,,4,,,,,,,,,,,,1,,,,,,,,,2021-09-06,GP200F,G21_GP200F,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-09-06 13:06:53,,1,,7,,0.07,,,,,,,0.28,,,,,,,,,,,,1.14,,,,,,,
,,,,,2,,,,,,,,,,,,2,,,,,,,,,2021-09-08,GP291F,G21_GP291F,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,2021-09-08 06:33:28,,,,1,,,,,,,,,0.16,,,,,,,,,,,0.02,1.91,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,,2021-09-08,GP275F,G21_GP275F,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,2021-09-08 07:21:26,,,,2,,,,,,0.09,,,0.45,,,,,,,,,,,1.01,,,,,,,,
,,,,,3,,,,,,,,,,,,1,,,,,,,,,2021-09-08,GP252F,G21_GP252F,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,2021-09-08 08:50:55,,,,3,,,,,,,,,0.27,,,,,,,,,,,1.32,1.02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-08,GP279F,G21_GP279F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-08 10:02:23,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,21,,,,,,,,,,,,,,,,,,,,,2021-09-08,GP279A1,G21_GP279A1,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,2021-09-08 11:31:16,,,,5,,,,,,,,0.08,1.64,,,,,,,,,,,0.29,,,,,,,,
,,2,,,2,,,,,,,,,,,1,1,,,,,,,,,2021-09-08,GP285F,G21_GP285F,,,,1,,,1,,,,,,,,,,,1,1,,,,,,,,,2,,2021-09-08 11:54:13,,1,,6,,0.68,,,,0.14,,,0.19,,,,,,,,,,,0.04,0.55,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-13,GP297F,G21_GP297F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-13 08:50:59,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,,,,,,,,,,,,1,,,,,,,,,2021-09-13,GP296F,G21_GP296F,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-09-13 10:16:37,,,,2,,,,,,,,,0.23,,,,,,,,,,,,0.23,,,,,,,
,,,,,,,,,,,,,,,,,2,,,,,,,,,2021-09-13,GP288F,G21_GP288F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-13 11:22:16,,,,3,,,,,,,,,,,,,,,,,,,,,2.07,,,,,,,
,,,,,1,,,,,,,,,,1,,,,,,,,,,,2021-09-13,GP283F,G21_GP283F,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,2021-09-13 13:04:24,,,,4,,,,,,,,,0.11,,,,,,,,,,0.07,,,,,,,,,
,,,,,24,,,,,,,,,,2,,,,,,,,,,,2021-09-13,GP274F,G21_GP274F,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,2021-09-13 15:45:28,,,,5,,,,,,,,,1.79,,,,,,,,,,0.09,,,,,,,,,
,,,,,1,,,,,,,,,,,,,,,,,,,,,2021-09-13,GP272F,G21_GP272F,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-09-13 16:14:54,,,,6,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,2,,,,,,,,,,,,,,,,2021-09-13,GP267F,G21_GP267F,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2021-09-13 17:45:52,,,,7,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,
,,,,,,,,,,6,,,,,,,,,,,,,,,,2021-09-13,GP256F,G21_GP256F,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2021-09-13 18:50:01,,,,8,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,
,,,,,,,,,1,1,,,,,,,,,,,,,,,,2021-09-14,GP254F,G21_GP254F,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,2021-09-14 06:36:03,,,,1,,,,,,,,,,,,,0.01,0.06,,,,,,,,,,,,,,
,,,,,,,,,,3,,,,,,,,,,,,,,,,2021-09-14,GP241F,G21_GP241F,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2021-09-14 07:54:01,,,,2,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-14,GP231F,G21_GP231F,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2021-09-14 10:39:28,,,,3,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-14,GP238F,G21_GP238F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-14 12:05:29,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-14,GP262F,G21_GP262F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-14 13:14:01,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-14,GP264F,G21_GP264F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-14 14:44:55,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-14,GP271F,G21_GP271F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-14 15:46:36,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-14,GP270F,G21_GP270F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-14 17:39:32,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-14,GP266F,G21_GP266F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-14 18:52:31,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-15,GP294F,G21_GP294F,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,2021-09-15 06:38:37,,,,1,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-15,GP277F,G21_GP277F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-15 07:18:38,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2,,,,,,,,,2021-09-15,GP284F,G21_GP284F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-15 08:40:05,,,,3,,,,,,,,,,,,,,,,,,,,,2.44,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-15,GP276F,G21_GP276F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-15 09:28:28,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-15,GP280F,G21_GP280F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-15 10:44:19,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-16,GP175F,G21_GP175F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-16 08:17:09,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1,,,,,,,,,,,,,1,,,,,,,,,2021-09-16,GP175A1,G21_GP175A1,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-16 12:14:56,,1,,2,,14.36,,,,0.04,,0.02,,,,,,,,,,,,,0.34,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-16,GP168F,G21_GP168F,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-16 13:28:05,,,,3,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2,,,,,,,,,2021-09-16,GP178F,G21_GP178F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-16 15:00:52,,,,4,,,,,,,,,,,,,,,,,,,,,0.38,,,,,,,
,,,,,1,,,,,,,,,,3,,,,,,,,,,,2021-09-16,GP193F,G21_GP193F,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,2021-09-16 16:08:13,,,,5,,,,,,,,,0.13,,,,,,,,,,0.11,,,,,,,,,
,,,,4,,,,,,,,,,,,,,,,,,,,,,2021-09-16,GP209F,G21_GP209F,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2021-09-16 17:05:42,,,,6,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-16,GP204F,G21_GP204F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-16 17:58:17,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,2,,,,,,,,,2021-09-16,GP204A1,G21_GP204A1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-09-16 19:27:49,,,,8,,,,,,,,,0.39,,,,,,,,,,,,1.14,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-09-17,GP217F,G21_GP217F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-17 06:02:11,,1,,1,,0.05,,,,,,,,,,,,,,,,,,,0.1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-17,GP218F,G21_GP218F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-17 07:14:18,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-17,GP236F,G21_GP236F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-17 08:04:30,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,,,,,,,,,,,,2,,,,,,,,,2021-09-17,GP236A1,G21_GP236A1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-09-17 09:07:19,,1,,4,,0.06,,,,,,,0.08,,,,,,,,,,,,3.38,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-17,GP223F,G21_GP223F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-17 10:18:36,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-17,GP247F,G21_GP247F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-17 11:49:44,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,4,,,,,,,,,2021-09-17,GP258F,G21_GP258F,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-09-17 12:57:10,,,,7,,,,,,,,,0.41,,,,,,,,,,,,2.61,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-17,GP281F,G21_GP281F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-17 13:52:03,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,20,,,,,,,,,,,,1,,,,,,,,,2021-09-17,GP278F,G21_GP278F,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-09-17 14:48:35,,,,9,,,,,,,,,1.64,,,,,,,,,,,,0.7,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-18,GP301F,G21_GP301F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-18 06:18:54,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-18,GP289F,G21_GP289F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-18 07:16:33,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,,,,,,,,,,2021-09-18,GP298F,G21_GP298F,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-09-18 08:27:00,,1,,3,,0.09,,,,,,,0.37,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,,,,,,,,,,2021-09-18,GP292F,G21_GP292F,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-09-18 09:46:11,,,,4,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,
,,,,,8,,,,,,,,,,,,,,,,,,,,,2021-09-18,GP286F,G21_GP286F,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,2021-09-18 10:36:58,,,,5,,,,,,0.15,,,1.01,,,,,,,,,,,0.08,,,,,,,,
,,,,,3,,,,,,,,,,1,,1,,,,,,,,,2021-09-18,GP299F,G21_GP299F,,,,1,,,1,,,,,,,,,,1,,1,,,,,,,,,,,2021-09-18 11:49:47,,,,6,,,,,,0.07,,,0.3,,,,,,,,,,0.06,,0.92,,,,,,,
,,,,,12,,,,,,,,,,,,1,,,,,,,,,2021-09-18,GP302F,G21_GP302F,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-09-18 13:18:29,,,,7,,,,,,,,,1.46,,,,,,,,,,,,0.52,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-09-18,GP304F,G21_GP304F,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-18 14:20:57,,,,8,,,,,,0.11,,,,,,,,,,,,,,,0.26,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-18,GP305F,G21_GP305F,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-18 15:10:46,,,,9,,0.08,,,,0.06,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,,,,,,,,,,,2021-09-18,GP306F,G21_GP306F,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2021-09-18 17:19:28,,1,,10,,0.02,,,,,,,,,,,,,,,,,0.09,,,,,,,,,
,,,,,32,,,,,,,,,,,,2,,,,,,,,,2021-09-18,GP319F,G21_GP319F,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-09-18 18:22:59,,,,11,,,,,,,,,3.06,,,,,,,,,,,,0.96,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-09-20,GP330F,G21_GP330F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-20 12:04:46,,,,1,,,,,,,,,,,,,,,,,,,,,0.59,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-20,GP336F,G21_GP336F,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2021-09-20 13:52:49,,1,,2,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2,,,,,,,,,,,2021-09-20,GP340F,G21_GP340F,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2021-09-20 16:12:33,,,,3,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-09-20,GP339F,G21_GP339F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-20 17:32:27,,,,4,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-20,GP343F,G21_GP343F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-20 18:31:23,,1,,5,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-09-21,GP349F,G21_GP349F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-21 05:36:49,,,,1,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,
,,,,,,,,,,,,,,,,,1,,,,,,,,,2021-09-21,GP355F,G21_GP355F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-21 07:43:01,,,,2,,,,,,,,,,,,,,,,,,,,,0.66,,,,,,,
,,,,,,,,,,,,,,,,,2,,,,,,,,,2021-09-21,GP348F,G21_GP348F,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2021-09-21 08:59:59,,1,,3,,1.33,,,,,,,,,,,,,,,,,,,0.89,,,,,,,
,,,,,1,,,,,,,,,,,,2,,,,,,,,,2021-09-21,GP347F,G21_GP347F,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-09-21 11:11:09,,1,,4,,0.2,,,,,,,0.04,,,,,,,,,,,,1.04,,,,,,,
,,,,,9,,,,,,,,,,,,,,,,,,,,,2021-09-21,GP345F,G21_GP345F,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-09-21 12:34:10,,,,5,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,
,,,,,2,,,,,,,,,,,,1,,,,,,,,,2021-09-21,GP337F,G21_GP337F,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-09-21 13:45:41,,,,6,,,,,,,,,0.33,,,,,,,,,,,,0.22,,,,,,,
,,,,,4,,,,,,,,,,,,,,,,,,,,,2021-09-21,GP338F,G21_GP338F,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2021-09-21 15:08:53,,,,7,,,,,,,,,0.34,,,,,,,,,,,,,,,,,,,
,,,,,3,,,,,,,,,,,,1,,,,,,,,,2021-09-21,GP328F,G21_GP328F,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-09-21 16:45:39,,,,8,,,,,,,,,0.16,,,,,,,,,,,,0.21,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-21,GP321F,G21_GP321F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-09-21 17:33:01,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1,,,,,,,,,,,,1,,,,,,,,,2021-09-21,GP314F,G21_GP314F,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2021-09-21 18:55:02,,,,10,,,,,,,,,0.08,,,,,,,,,,,,0.66,,,,,,,
