year,month,day,tow.number,tow.id,species,number.caught,weight.caught,presence,species.logbook,comment
1988,10,8,7,S88151,4320,5,NA,1,pétoncles,
1988,10,8,8,S88152,6200,NA,NA,1,ophiures,2 sceaux
1988,10,8,8,S88152,6300,5,NA,1,étoiles a 32 brains,
1988,10,8,9,S88153,598,1,NA,1,loches,
1988,10,8,9,S88153,4210,50,NA,1,bigorneaux,
1988,10,8,9,S88153,6100,10,NA,1,étoile a 32 pattes,
1988,10,8,9,S88153,6300,20,NA,1,cornes de cerf,
1988,10,8,9,S88153,6400,NA,NA,1,oursins,1 crate
1988,10,8,9,S88153,6500,100,NA,1,sand dollars,
1988,10,12,1,S88154,598,1,NA,1,loche,
1988,10,12,1,S88154,6400,20,NA,1,oursins,
1988,10,12,1,S88154,6600,3,NA,1,comcombres,
1988,10,12,2,S88155,6110,3,NA,1,étoiles de mer,
1988,10,12,3,S88156,10,10,NA,1,morues,
1988,10,12,3,S88156,41,1,NA,1,plie,
1988,10,13,1,S88157,598,3,NA,1,loches,
1988,10,13,1,S88157,2520,20,NA,1,hyas,
1988,10,13,1,S88157,6100,20,NA,1,étoiles de mer a plusieurs tentacules,
1988,10,13,1,S88157,6400,NA,NA,1,oursins,2 crates
1988,10,13,2,S88158,598,1,NA,1,loche,
1988,10,13,2,S88158,2520,5,NA,1,hyas,
1988,10,13,2,S88158,6300,5,NA,1,étoiles a plusieurs brains,
1988,10,13,2,S88158,6400,20,NA,1,oursins,
1988,10,13,3,S88159,10,5,NA,1,morues,
1988,10,13,3,S88159,41,20,NA,1,plies,
1988,10,13,3,S88159,598,3,NA,1,loches,
1988,10,13,3,S88159,4210,10,NA,1,bigorneaux,
1988,10,13,3,S88159,6300,20,NA,1,étoiles a plusieurs brains,
1988,10,13,4,S88160,10,20,NA,1,morues,
1988,10,13,4,S88160,41,10,NA,1,plies,
1988,10,13,4,S88160,6110,20,NA,1,étoiles a plusieurs pattes,
1988,10,13,4,S88160,6400,20,NA,1,oursins,
1988,10,15,1,S88161,10,5,NA,1,morues,
1988,10,15,1,S88161,41,200,NA,1,plies,
1988,10,15,1,S88161,2520,10,NA,1,hyas,
1988,10,15,1,S88161,6200,NA,NA,1,ophiures,1/2 crate
1988,10,15,1,S88161,6300,5,NA,1,étoiles a plusieurs brains,
1988,10,15,2,S88162,10,2,NA,1,morues,
1988,10,15,2,S88162,2520,20,NA,1,hyas,
1988,10,15,2,S88162,4210,10,NA,1,bigorneaux,
1988,10,15,2,S88162,4320,10,NA,1,pétoncle d'islandes,
1988,10,15,2,S88162,6300,10,NA,1,étoiles a plusieurs brains,
1988,10,15,2,S88162,6400,NA,NA,1,oursins,2 crates
1988,10,15,3,S88163,10,2,NA,1,morues,
1988,10,15,3,S88163,202,1,NA,1,raie,
1988,10,15,3,S88163,2520,20,NA,1,hyas,
1988,10,15,3,S88163,4320,20,NA,1,pétoncles d'islande,
1988,10,15,3,S88163,6400,NA,NA,1,oursins,1 crate
1988,10,16,1,S88164,10,2,NA,1,morues,
1988,10,16,1,S88164,41,20,NA,1,plies,
1988,10,16,1,S88164,598,1,NA,1,loche,
1988,10,16,1,S88164,2520,10,NA,1,hyas,
1988,10,16,1,S88164,4210,30,NA,1,bigorneaux,
1988,10,16,1,S88164,6300,5,NA,1,cornes de cerf,
1988,10,16,1,S88164,,200,NA,1,artica islandica (vide),
1988,10,16,2,S88165,10,2,NA,1,morues,
1988,10,16,2,S88165,41,30,NA,1,plies,
1988,10,16,2,S88165,202,1,NA,1,raie,
1988,10,16,2,S88165,598,1,NA,1,loche,
1988,10,16,2,S88165,2520,5,NA,1,hyas,
1988,10,16,2,S88165,4210,20,NA,1,bigorneaux,
1988,10,16,2,S88165,4310,500,NA,1,artica islandica (vide),
1988,10,16,2,S88165,6100,5,NA,1,étoiles a plusieurs pattes,
1988,10,16,2,S88165,6300,5,NA,1,cornes de cerfs,
1988,10,16,2,S88165,6500,100,NA,1,sand dollars,
1988,10,16,3,S88166,598,1,NA,1,loche,
1988,10,16,3,S88166,2520,5,NA,1,hyas,
1988,10,16,3,S88166,6110,2,NA,1,étoiles de mer a plusieurs pattes,
1988,10,16,4,S88167,41,20,NA,1,plies,
1988,10,16,4,S88167,6110,5,NA,1,étoiles a plusieurs pattes,
1988,10,16,5,S88168,10,20,NA,1,morues,
1988,10,16,5,S88168,41,20,NA,1,plies,
1988,10,16,5,S88168,6300,3,NA,1,cornes de cerfs,
1988,10,17,1,S88169,598,1,NA,1,loches,
1988,10,17,1,S88169,2520,2,NA,1,hyas,
1988,10,17,2,S88170,10,2,NA,1,morues,
1988,10,17,2,S88170,41,5,NA,1,plies,
1988,10,17,2,S88170,6400,10,NA,1,oursins,
1988,10,17,3,S88171,10,50,NA,1,morues,
1988,10,17,3,S88171,41,20,NA,1,plies,
1988,10,17,3,S88171,6200,NA,NA,1,ophiures,1 sceau
1988,10,17,4,S88172,10,4,NA,1,morues,
1988,10,17,4,S88172,2520,1,NA,1,hyas,
1988,10,31,1,177,10,25,NA,1,morues,
1988,10,31,1,177,41,50,NA,1,plies,
1988,10,31,1,177,60,2,NA,1,harengs,
1988,10,31,1,177,505,5,NA,1,limaces,
1988,10,31,1,177,,NA,NA,1,ophiures,5 crates
1988,10,31,2,178,41,50,NA,1,plies,
1988,10,31,2,178,6200,NA,NA,1,ophiures,5 crates
1988,10,31,2,178,10,NA,NA,1,morue,1/2 crate
1988,10,31,3,179,10,5,NA,1,morues,
1988,10,31,3,179,41,20,NA,1,plies,
1988,10,31,3,179,598,1,NA,1,loche,
1988,10,31,3,179,6200,NA,NA,1,ophiures,1 crate
1988,10,31,3,179,,1,NA,1,raie,
1988,10,31,4,180,10,10,NA,1,morues,
1988,10,31,4,180,41,50,NA,1,plies,
1988,10,31,4,180,598,1,NA,1,loche,
1988,10,31,4,180,6200,NA,NA,1,ophiures,3 crates
1988,10,31,4,180,60,NA,NA,1,harengs,1/2 crate
1988,10,31,5,S88173,41,30,NA,1,plies,
1988,10,31,5,S88173,6200,NA,NA,1,ophiures,2 crates
1988,10,31,5,173,10,NA,NA,1,morues,1/2 crate
1988,10,31,6,181,35,3,NA,1,barbues,
1988,10,31,6,181,41,20,NA,1,plies,
1988,10,31,6,181,60,NA,NA,1,harengs,1/2 crate
1988,10,31,6,181,202,1,NA,1,raie,
1988,10,31,6,181,598,2,NA,1,loches,
1988,10,31,6,181,6200,NA,NA,1,ophiures,2 crates
1988,10,31,6,181,10,NA,NA,1,morues,1 crate
1988,10,31,7,182,10,20,NA,1,morues,
1988,10,31,7,182,41,10,NA,1,plies ,
1988,10,31,7,182,6200,NA,NA,1,ophiures,1 crate
1988,10,31,8,S88174,10,20,NA,1,morues,
1988,10,31,8,S88174,41,20,NA,1,plies,
1988,10,31,8,174,6200,NA,NA,1,ophiures,2 crates
1988,11,1,1,183,10,2,NA,1,morues,
1988,11,1,1,183,41,20,NA,1,plies,
1988,11,1,1,183,6200,NA,NA,1,ophiures,2 crates
1988,11,1,2,184,10,2,NA,1,morues,
1988,11,1,2,184,41,20,NA,1,plies,
1988,11,1,2,184,6200,NA,NA,1,ophiures,2 crates
1988,11,1,3,185,10,2,NA,1,morues,
1988,11,1,3,185,41,20,NA,1,plies,
1988,11,1,3,185,6200,NA,NA,1,ophiures,2 crates
1988,11,1,4,S88175,41,NA,NA,1,plies,quelques 
1988,11,1,4,S88175,6200,NA,NA,1,ophiures,1 crate
1988,11,1,5,186,41,20,NA,1,plies,
1988,11,1,5,186,60,1,NA,1,hareng,
1988,11,1,5,186,6200,NA,NA,1,ophiures,1 crate
1988,11,1,6,187,41,20,NA,1,plies,
1988,11,1,6,187,60,1,NA,1,harengs,
1988,11,1,6,187,6200,NA,NA,1,ophiures,1 crate
1988,11,1,7,188,10,1,NA,1,morue,
1988,11,1,7,188,41,10,NA,1,plies,
1988,11,1,7,188,6200,NA,NA,1,ophiures,1 crate
1988,11,1,8,189,10,5,NA,1,morues,
1988,11,1,8,189,41,20,NA,1,plies,
1988,11,1,8,189,6200,NA,NA,1,ophiures,1 crate
1988,11,1,9,190,10,1,NA,1,morues,
1988,11,1,9,190,41,10,NA,1,plies,
1988,11,1,9,190,6200,NA,NA,1,ophiures,1 crate
1988,11,1,10,191,10,5,NA,1,morues,
1988,11,1,10,191,41,20,NA,1,plies,
1988,11,1,10,191,2520,NA,NA,1,hyas,beaucoup de femelle hyas
1988,11,1,10,191,8600,NA,NA,1,éponges filamenteuse,3 crates
1988,11,1,11,192,10,10,NA,1,morues,
1988,11,1,11,192,41,50,NA,1,plies,
1988,11,1,11,192,598,10,NA,1,loches,
1988,11,1,11,192,8600,NA,NA,1,éponges(vidéo),20 crates
1988,11,1,12,193,10,10,NA,1,morues,
1988,11,1,12,193,41,20,NA,1,plies,
1988,11,1,12,193,8600,NA,NA,1,éponges,15 crates
1988,11,5,1,194,10,20,NA,1,morues,
1988,11,5,1,194,41,100,NA,1,plies,
1988,11,5,1,194,2520,20,NA,1,hyas,
1988,11,5,2,195,10,20,NA,1,morues,
1988,11,5,2,195,41,50,NA,1,plies,
1988,11,5,2,195,598,10,NA,1,loches,
1988,11,5,2,195,8600,NA,NA,1,éponges fines,5 crates
1988,11,5,3,196,10,1,NA,1,morues,
1988,11,5,3,196,41,20,NA,1,plies,
1988,11,5,4,197,10,1,NA,1,morues,
1988,11,5,4,197,41,20,NA,1,plies,
1988,11,5,5,198,41,20,NA,1,plies,
1988,11,5,5,198,6200,NA,NA,1,ophiures,2 crates
1988,11,5,6,199,10,5,NA,1,morues,
1988,11,5,6,199,41,50,NA,1,plies,
1988,11,5,6,199,2520,2,NA,1,hyas,
1988,11,5,6,199,6200,NA,NA,1,ophiures,2 crates
1988,11,5,7,200,10,10,NA,1,morues,
1988,11,5,7,200,41,20,NA,1,plies,
1988,11,5,7,200,8600,NA,NA,1,éponges,5 crates
1988,11,5,8,201,10,5,NA,1,morues,
1988,11,5,8,201,41,20,NA,1,plies,
1988,11,5,8,201,598,1,NA,1,loche,
1988,11,5,8,201,6200,NA,NA,1,ophiures,2 crates
1988,11,5,9,202,10,10,NA,1,morues,
1988,11,5,9,202,41,50,NA,1,plies,
1988,11,5,9,202,202,1,NA,1,raie,
1988,11,5,9,202,8600,NA,NA,1,éponges,2 crates
1988,11,5,10,203,10,50,NA,1,morues,
1988,11,5,10,203,41,500,NA,1,plies,
1988,11,5,10,203,8600,NA,NA,1,éponges,5 crates
1988,11,7,1,204,10,50,NA,1,morues,
1988,11,7,1,204,41,50,NA,1,plies,
1988,11,7,1,204,6100,NA,NA,1,étoiles,1 crate
1988,11,7,1,204,2550,10,NA,1,homards,
1988,11,7,1,204,,NA,NA,1,toute sorte de poisson,
1988,11,7,2,205,10,10,NA,1,morues,
1988,11,7,2,205,41,50,NA,1,plies,
1988,11,7,2,205,6200,NA,NA,1,ophiures,2 crates
1988,11,7,3,S88176,10,5,NA,1,morues,
1988,11,7,3,S88176,41,25,NA,1,plies,
1988,11,7,3,S88176,202,2,NA,1,raies,
1988,11,7,3,S88176,2520,10,NA,1,hyas,
1988,11,7,3,S88176,6200,NA,NA,1,ophiures,2 crates
1988,11,7,4,206,10,2,NA,1,morues,
1988,11,7,4,206,41,50,NA,1,plies,
1988,11,7,4,206,598,1,NA,1,loche,
1988,11,7,4,206,6200,NA,NA,1,ophiures,5 crates
1988,11,7,5,207,10,10,NA,1,morues,
1988,11,7,5,207,41,100,NA,1,plies,
1988,11,7,5,207,598,1,NA,1,loche,
1988,11,7,5,207,6200,NA,NA,1,ophiures,5 crates
1988,11,7,6,208,10,20,NA,1,morues,
1988,11,7,6,208,41,100,NA,1,plies,
1988,11,7,6,208,6200,NA,NA,1,ophiures,5 crates
1988,11,7,7,209,10,2,NA,1,morues,
1988,11,7,7,209,41,50,NA,1,plies,
1988,11,7,7,209,6200,NA,NA,1,ophiures,3 crates
1988,11,7,8,210,10,5,NA,1,morues,
1988,11,7,8,210,41,100,NA,1,plies,
1988,11,7,8,210,202,3,NA,1,raies,
1988,11,7,8,210,598,2,NA,1,loches,
1988,11,7,8,210,6200,NA,NA,1,ophiures,5 crates
1988,11,9,1,211,10,3,NA,1,morues,
1988,11,9,1,211,41,50,NA,1,plies,
1988,11,9,2,212,41,2,NA,1,plies,
1988,11,9,2,212,801,1,NA,1,laminaire??,
1988,11,9,2,212,6200,50,NA,1,ophiures,
1988,11,9,4,214,10,20,NA,1,morues,
1988,11,9,4,214,41,50,NA,1,plies,
1988,11,9,4,214,202,2,NA,1,raies,
1988,11,9,4,214,2520,3,NA,1,hyas,
1988,11,9,5,215,10,20,NA,1,morues,
1988,11,9,5,215,41,50,NA,1,plies,
1988,11,9,5,215,202,2,NA,1,raies,
1988,11,9,5,215,598,1,NA,1,loche,
1988,11,9,5,215,6200,NA,NA,1,ophiures,2 sceaux
1988,11,9,6,216,10,20,NA,1,morues,
1988,11,9,6,216,41,50,NA,1,plies,
1988,11,9,6,216,202,5,NA,1,raies,
1988,11,9,6,216,2520,20,NA,1,hyas,
1988,11,9,6,216,6200,NA,NA,1,ophiures,2 sceaux
1988,11,9,6,216,,20,NA,1,?? Illisible,
1988,11,9,7,217,10,10,NA,1,morues,
1988,11,9,7,217,41,100,NA,1,plies,
1988,11,9,7,217,63,2,NA,1,éperlans,
1988,11,9,7,217,202,5,NA,1,raies,
1988,11,9,7,217,598,1,NA,1,loche,
1988,11,9,7,217,2520,20,NA,1,hyas,
1988,11,9,7,217,6100,20,NA,1,salastère??,
1988,11,9,7,217,6200,NA,NA,1,ophiures,2 crates
1988,11,9,7,217,2550,15,NA,1,homards,
1988,11,9,7,217,12,30,NA,1,petite merluche et morue,
1988,11,9,8,218,10,20,NA,1,morues,
1988,11,9,8,218,41,100,NA,1,plies,
1988,11,9,8,218,202,20,NA,1,raies,
1988,11,9,8,218,6110,NA,NA,1,étoiles,
1988,11,9,8,218,6400,NA,NA,1,oursins,2 crates
1988,11,9,8,218,,20,NA,1,crapauds,
1988,11,9,8,218,,10,NA,1,holoturies,
1988,11,9,8,218,2550,200,NA,1,homards,2 crates
1988,11,13,1,219,10,50,NA,1,morues,
1988,11,13,1,219,41,100,NA,1,plies,
1988,11,13,1,219,63,2,NA,1,éperlans,
1988,11,13,1,219,202,2,NA,1,raies,
1988,11,13,1,219,2520,5,NA,1,hyas,
1988,11,13,1,219,6200,100,NA,1,ophiures,
1988,11,13,2,220,10,20,NA,1,morues,
1988,11,13,2,220,41,100,NA,1,plies,
1988,11,13,2,220,202,2,NA,1,raies,
1988,11,13,2,220,2520,20,NA,1,hyas,
1988,11,13,2,220,6200,NA,NA,1,ophiures,2 crates
1988,11,13,3,221,10,30,NA,1,morues,
1988,11,13,3,221,41,100,NA,1,plies,
1988,11,13,3,221,202,5,NA,1,raies,
1988,11,13,3,221,598,2,NA,1,loches,
1988,11,13,3,221,2520,30,NA,1,hyas,
1988,11,13,3,221,6200,NA,NA,1,ophiures,5 crates
1988,11,13,3,221,8600,NA,NA,1,éponges ,5 crates
1988,11,13,4,222,10,20,NA,1,morues,
1988,11,13,4,222,23,3,NA,1,poissons rouges,
1988,11,13,4,222,41,200,NA,1,plies,
1988,11,13,4,222,598,10,NA,1,loches,
1988,11,13,4,222,2520,30,NA,1,hyas,
1988,11,13,4,222,6200,NA,NA,1,ophiures,5 crates
1988,11,13,4,222,8600,NA,NA,1,éponges ,3 crates
1988,11,13,5,223,10,10,NA,1,morues,
1988,11,13,5,223,41,200,NA,1,plies,
1988,11,13,5,223,202,3,NA,1,raies,
1988,11,13,5,223,598,2,NA,1,loches,
1988,11,13,5,223,2520,20,NA,1,hyas,
1988,11,13,5,223,6200,NA,NA,1,ophiures et eponges,10 crates
1988,11,13,5,223,8600,NA,NA,1,éponges ,
1988,11,13,6,224,10,10,NA,1,morues,
1988,11,13,6,224,41,100,NA,1,plies,
1988,11,13,6,224,598,5,NA,1,loches,
1988,11,13,6,224,2520,10,NA,1,hyas,
1988,11,13,6,224,8600,NA,NA,1,éponges,10 crates
1988,11,13,7,225,10,20,NA,1,morues,
1988,11,13,7,225,41,100,NA,1,plies,
1988,11,13,7,225,6200,NA,NA,1,éponge et ophiure,10 crates
1988,11,13,7,225,8600,NA,NA,1,éponges,
