measurements::GPnum,measurements::Species,measurements::Measurement,measurements::Measurementnum,measurements::One hundred flag,measurements::One hundred message,measurements::dataentrybox Measure,measurements::Measurement transformed,measurements::Measurement comment,measurements::Datetime
GP096F,10,340.5mm,51,0,,,340.5,,2022-07-19 05:54:29
GP096F,10,361.1mm,52,0,,,361.1,,2022-07-19 05:54:32
GP096F,10,293.0mm,53,0,,,293.0,,2022-07-19 05:54:36
GP096F,10,299.0mm,54,0,,,299.0,,2022-07-19 05:54:39
GP096F,10,411.7mm,55,0,,,411.7,,2022-07-19 05:54:42
GP096F,10,327.7mm,56,0,,,327.7,,2022-07-19 05:54:48
GP096F,10,335.0mm,57,0,,,335.0,,2022-07-19 05:54:52
GP096F,10,330.1mm,58,0,,,330.1,,2022-07-19 05:54:54
GP096F,10,330.5mm,59,0,,,330.5,,2022-07-19 05:54:57
GP096F,10,265.1mm,60,0,,,265.1,,2022-07-19 05:55:02
GP096F,10,376.9mm,61,0,,,376.9,,2022-07-19 05:55:05
GP096F,10,310.6mm,62,0,,,310.6,,2022-07-19 05:55:07
GP096F,10,354.0mm,63,0,,,354.0,,2022-07-19 05:55:10
GP096F,10,321.4mm,64,0,,,321.4,,2022-07-19 05:55:13
GP096F,10,335.4mm,65,0,,,335.4,,2022-07-19 05:55:16
GP096F,10,330.2mm,66,0,,,330.2,,2022-07-19 05:55:20
GP096F,10,329.1mm,67,0,,,329.1,,2022-07-19 05:55:23
GP096F,10,295.9mm,68,0,,,295.9,,2022-07-19 05:55:26
GP096F,10,349.5mm,69,0,,,349.5,,2022-07-19 05:55:29
GP096F,10,372.9mm,70,0,,,372.9,,2022-07-19 05:55:32
GP096F,10,364.7mm,71,0,,,364.7,,2022-07-19 05:55:35
GP096F,10,326.6mm,72,0,,,326.6,,2022-07-19 05:55:39
GP096F,10,372.7mm,73,0,,,372.7,,2022-07-19 05:55:42
GP096F,10,326.9mm,74,0,,,326.9,,2022-07-19 05:55:45
GP096F,10,426.0mm,75,0,,,426.0,,2022-07-19 05:55:50
GP096F,10,346.5mm,76,0,,,346.5,,2022-07-19 05:55:53
GP096F,10,401.7mm,77,0,,,401.7,,2022-07-19 05:55:57
GP096F,10,364.7mm,78,0,,,364.7,,2022-07-19 05:56:00
GP096F,10,281.5mm,79,0,,,281.5,,2022-07-19 05:56:03
GP096F,10,276.3mm,80,0,,,276.3,,2022-07-19 05:56:06
GP096F,10,310.2mm,81,0,,,310.2,,2022-07-19 05:56:08
GP096F,10,381.5mm,82,0,,,381.5,,2022-07-19 05:56:12
GP096F,10,374.4mm,83,0,,,374.4,,2022-07-19 05:56:15
GP096F,10,330.3mm,84,0,,,330.3,,2022-07-19 05:56:19
GP096F,10,349.3mm,85,0,,,349.3,,2022-07-19 05:56:22
GP096F,10,339.8mm,86,0,,,339.8,,2022-07-19 05:56:25
GP096F,10,312.4mm,87,0,,,312.4,,2022-07-19 05:56:31
GP096F,10,357.2mm,88,0,,,357.2,,2022-07-19 05:56:34
GP096F,10,309.8mm,89,0,,,309.8,,2022-07-19 05:56:40
GP096F,10,351.0mm,90,0,,,351.0,,2022-07-19 05:56:43
GP096F,10,360.2mm,91,0,,,360.2,,2022-07-19 05:56:46
GP096F,10,357.3mm,92,0,,,357.3,,2022-07-19 05:56:50
GP096F,10,372.5mm,93,0,,,372.5,,2022-07-19 05:56:52
GP096F,10,298.1mm,94,0,,,298.1,,2022-07-19 05:56:56
GP096F,10,327.3mm,95,0,,,327.3,,2022-07-19 05:56:59
GP096F,10,325.1mm,96,0,,,325.1,,2022-07-19 05:57:02
GP096F,10,271.1mm,97,0,,,271.1,,2022-07-19 05:57:05
GP096F,10,308.5mm,98,0,,,308.5,,2022-07-19 05:57:08
GP096F,10,264.8mm,99,0,,,264.8,,2022-07-19 05:57:12
GP096F,10,337.8mm,100,0,,,337.8,,2022-07-19 05:57:15
GP096F,301,348.7mm,1,0,,,348.7,,2022-07-19 05:58:28
GP096F,23,270.9mm,1,0,,,270.9,,2022-07-19 05:58:48
GP096F,23,177.4mm,2,0,,,177.4,,2022-07-19 05:58:51
GP096F,23,179.7mm,3,0,,,179.7,,2022-07-19 05:58:55
GP096F,23,163.7mm,4,0,,,163.7,,2022-07-19 05:58:58
GP096F,23,168.0mm,5,0,,,168.0,,2022-07-19 05:59:01
GP096F,23,203.2mm,6,0,,,203.2,,2022-07-19 05:59:03
GP096F,23,180.4mm,7,0,,,180.4,,2022-07-19 05:59:07
GP096F,23,217.8mm,8,0,,,217.8,,2022-07-19 05:59:10
GP096F,23,154.4mm,9,0,,,154.4,,2022-07-19 05:59:13
GP096F,23,195.5mm,10,0,,,195.5,,2022-07-19 05:59:16
GP096F,23,152.6mm,11,0,,,152.6,,2022-07-19 05:59:18
GP096F,23,172.6mm,12,0,,,172.6,,2022-07-19 05:59:21
GP096F,23,151.7mm,13,0,,,151.7,,2022-07-19 05:59:24
GP096F,23,160.8mm,14,0,,,160.8,,2022-07-19 05:59:28
GP096F,23,159.3mm,15,0,,,159.3,,2022-07-19 05:59:31
GP096F,23,138.9mm,16,0,,,138.9,,2022-07-19 05:59:33
GP096F,23,156.3mm,17,0,,,156.3,,2022-07-19 05:59:36
GP096F,23,175.8mm,18,0,,,175.8,,2022-07-19 05:59:39
GP096F,23,191.7mm,19,0,,,191.7,,2022-07-19 05:59:42
GP096F,23,143.5mm,20,0,,,143.5,,2022-07-19 05:59:44
GP096F,23,189.0mm,21,0,,,189.0,,2022-07-19 05:59:47
GP096F,23,163.0mm,22,0,,,163.0,,2022-07-19 05:59:50
GP096F,23,315.3mm,23,0,,,315.3,,2022-07-19 05:59:53
GP096F,23,242.2mm,24,0,,,242.2,,2022-07-19 05:59:57
GP096F,23,186.0mm,25,0,,,186.0,,2022-07-19 06:00:01
GP096F,23,168.3mm,26,0,,,168.3,,2022-07-19 06:00:04
GP096F,23,164.4mm,27,0,,,164.4,,2022-07-19 06:00:06
GP096F,23,137.8mm,28,0,,,137.8,,2022-07-19 06:00:09
GP096F,23,219.1mm,29,0,,,219.1,,2022-07-19 06:00:12
GP096F,23,160.3mm,30,0,,,160.3,,2022-07-19 06:00:15
GP096F,23,157.7mm,31,0,,,157.7,,2022-07-19 06:00:18
GP096F,23,177.5mm,32,0,,,177.5,,2022-07-19 06:00:21
GP096F,23,129.4mm,33,0,,,129.4,,2022-07-19 06:00:25
GP096F,40,338.3mm,1,0,,,338.3,,2022-07-19 06:00:44
GP096F,40,253.2mm,2,0,,,253.2,,2022-07-19 06:00:49
GP096F,40,151.1mm,3,0,,,151.1,,2022-07-19 06:00:52
GP096F,40,178.6mm,4,0,,,178.6,,2022-07-19 06:00:55
GP096F,12,449.4mm,1,0,,,449.4,,2022-07-19 06:01:07
GP096F,304,99.6mm,1,0,,,99.6,,2022-07-19 06:01:26
GP096F,201,175.2mm,1,0,,,175.2,,2022-07-19 06:01:50
GP096F,201,136.4mm,2,0,,,136.4,,2022-07-19 06:01:54
GP096F,201,150.5mm,3,0,,,150.5,,2022-07-19 06:01:57
GP096F,201,178.6mm,4,0,,,178.6,,2022-07-19 06:02:00
GP096F,201,133.0mm,5,0,,,133.0,,2022-07-19 06:02:03
GP096F,201,137.6mm,6,0,,,137.6,,2022-07-19 06:02:06
GP096F,201,135.6mm,7,0,,,135.6,,2022-07-19 06:02:09
GP096F,201,150.3mm,8,0,,,150.3,,2022-07-19 06:02:12
GP096F,202,286.7mm,1,0,,,286.7,,2022-07-19 06:02:23
GP097F,40,221.3mm,1,0,,,221.3,,2022-08-13 15:49:05
GP097F,40,204.7mm,2,0,,,204.7,,2022-08-13 15:49:11
GP097F,40,264.0mm,3,0,,,264.0,,2022-08-13 15:49:13
GP097F,40,207.0mm,4,0,,,207.0,,2022-08-13 15:49:16
GP097F,40,197.6mm,5,0,,,197.6,,2022-08-13 15:49:18
GP097F,40,197.3mm,6,0,,,197.3,,2022-08-13 15:49:21
GP097F,40,246.6mm,7,0,,,246.6,,2022-08-13 15:49:23
GP097F,40,173.6mm,8,0,,,173.6,,2022-08-13 15:49:26
GP097F,40,250.6mm,9,0,,,250.6,,2022-08-13 15:49:28
GP097F,40,177.2mm,10,0,,,177.2,,2022-08-13 15:49:31
GP097F,40,157.4mm,11,0,,,157.4,,2022-08-13 15:49:33
GP097F,40,183.3mm,12,0,,,183.3,,2022-08-13 15:49:36
GP097F,40,177.3mm,13,0,,,177.3,,2022-08-13 15:49:38
GP097F,40,182.6mm,14,0,,,182.6,,2022-08-13 15:49:41
GP097F,40,177.1mm,15,0,,,177.1,,2022-08-13 15:49:44
GP097F,40,178.5mm,16,0,,,178.5,,2022-08-13 15:49:46
GP097F,40,199.4mm,17,0,,,199.4,,2022-08-13 15:49:49
GP097F,40,221.8mm,18,0,,,221.8,,2022-08-13 15:49:52
GP097F,40,202.7mm,19,0,,,202.7,,2022-08-13 15:49:55
GP097F,40,265.0mm,20,0,,,265.0,,2022-08-13 15:49:57
GP097F,40,254.4mm,21,0,,,254.4,,2022-08-13 15:50:00
GP097F,40,140.8mm,22,0,,,140.8,,2022-08-13 15:50:03
GP097F,40,196.9mm,23,0,,,196.9,,2022-08-13 15:50:06
GP097F,40,221.3mm,24,0,,,221.3,,2022-08-13 15:50:09
GP097F,40,230.7mm,25,0,,,230.7,,2022-08-13 15:50:11
GP097F,40,114.8mm,26,0,,,114.8,,2022-08-13 15:50:15
GP097F,40,92.2mm,27,0,,,92.2,,2022-08-13 15:50:18
GP097F,40,269.7mm,28,0,,,269.7,,2022-08-13 15:50:21
GP097F,40,216.5mm,29,0,,,216.5,,2022-08-13 15:50:24
GP097F,40,186.2mm,30,0,,,186.2,,2022-08-13 15:50:26
GP097F,40,162.4mm,31,0,,,162.4,,2022-08-13 15:50:29
GP097F,40,149.7mm,32,0,,,149.7,,2022-08-13 15:50:32
GP097F,40,131.8mm,33,0,,,131.8,,2022-08-13 15:50:35
GP097F,40,132.4mm,34,0,,,132.4,,2022-08-13 15:50:38
GP097F,40,193.1mm,35,0,,,193.1,,2022-08-13 15:50:41
GP097F,40,153.3mm,36,0,,,153.3,,2022-08-13 15:50:44
GP097F,40,89.0mm,37,0,,,89.0,,2022-08-13 15:50:47
GP097F,40,219.2mm,38,0,,,219.2,,2022-08-13 15:50:49
GP097F,40,215.5mm,39,0,,,215.5,,2022-08-13 15:50:52
GP097F,40,164.9mm,40,0,,,164.9,,2022-08-13 15:50:54
GP097F,40,279.6mm,41,0,,,279.6,,2022-08-13 15:50:57
GP097F,40,97.4mm,42,0,,,97.4,,2022-08-13 15:50:59
GP097F,40,202.0mm,43,0,,,202.0,,2022-08-13 15:51:03
GP097F,40,105.0mm,44,0,,,105.0,,2022-08-13 15:51:06
GP097F,40,152.2mm,45,0,,,152.2,,2022-08-13 15:51:09
GP097F,40,248.7mm,46,0,,,248.7,,2022-08-13 15:51:12
GP097F,40,202.9mm,47,0,,,202.9,,2022-08-13 15:51:14
GP097F,40,265.8mm,48,0,,,265.8,,2022-08-13 15:51:17
GP097F,40,205.1mm,49,0,,,205.1,,2022-08-13 15:51:19
GP097F,40,213.9mm,50,0,,,213.9,,2022-08-13 15:51:22
GP097F,40,181.7mm,51,0,,,181.7,,2022-08-13 15:51:24
GP097F,40,233.2mm,52,0,,,233.2,,2022-08-13 15:51:27
GP097F,40,145.5mm,53,0,,,145.5,,2022-08-13 15:51:29
GP097F,40,78.5mm,54,0,,,78.5,,2022-08-13 15:51:32
GP097F,40,166.4mm,55,0,,,166.4,,2022-08-13 15:51:35
GP097F,40,234.3mm,56,0,,,234.3,,2022-08-13 15:51:38
GP097F,40,261.5mm,57,0,,,261.5,,2022-08-13 15:51:41
GP097F,40,150.9mm,58,0,,,150.9,,2022-08-13 15:51:44
GP097F,40,148.3mm,59,0,,,148.3,,2022-08-13 15:51:47
GP097F,40,266.5mm,60,0,,,266.5,,2022-08-13 15:51:50
GP097F,40,230.8mm,61,0,,,230.8,,2022-08-13 15:51:52
GP097F,40,128.1mm,62,0,,,128.1,,2022-08-13 15:51:55
GP097F,40,200.0mm,63,0,,,200.0,,2022-08-13 15:51:58
GP097F,40,129.6mm,64,0,,,129.6,,2022-08-13 15:52:01
GP097F,40,120.9mm,65,0,,,120.9,,2022-08-13 15:52:04
GP097F,40,117.2mm,66,0,,,117.2,,2022-08-13 15:52:07
GP097F,40,121.3mm,67,0,,,121.3,,2022-08-13 15:52:10
GP097F,40,247.7mm,68,0,,,247.7,,2022-08-13 15:52:12
GP097F,40,158.7mm,69,0,,,158.7,,2022-08-13 15:52:15
GP097F,40,201.0mm,70,0,,,201.0,,2022-08-13 15:52:18
GP097F,40,122.2mm,71,0,,,122.2,,2022-08-13 15:52:21
GP097F,40,236.6mm,72,0,,,236.6,,2022-08-13 15:52:24
GP097F,40,111.0mm,73,0,,,111.0,,2022-08-13 15:52:26
GP097F,40,106.4mm,74,0,,,106.4,,2022-08-13 15:52:30
GP097F,40,286.8mm,75,0,,,286.8,,2022-08-13 15:52:33
GP097F,40,251.7mm,76,0,,,251.7,,2022-08-13 15:52:38
GP097F,40,207.8mm,77,0,,,207.8,,2022-08-13 15:52:40
GP097F,40,185.0mm,78,0,,,185.0,,2022-08-13 15:52:43
GP097F,40,204.0mm,79,0,,,204.0,,2022-08-13 15:52:46
GP097F,40,210.9mm,80,0,,,210.9,,2022-08-13 15:52:49
GP097F,40,295.0mm,81,0,,,295.0,,2022-08-13 15:52:51
GP097F,40,263.8mm,82,0,,,263.8,,2022-08-13 15:52:54
GP097F,40,271.5mm,83,0,,,271.5,,2022-08-13 15:52:56
GP097F,40,235.3mm,84,0,,,235.3,,2022-08-13 15:52:59
GP097F,40,245.7mm,85,0,,,245.7,,2022-08-13 15:53:02
GP097F,40,308.6mm,86,0,,,308.6,,2022-08-13 15:53:04
GP097F,40,231.2mm,87,0,,,231.2,,2022-08-13 15:53:06
GP097F,40,159.7mm,88,0,,,159.7,,2022-08-13 15:53:09
GP097F,40,295.4mm,89,0,,,295.4,,2022-08-13 15:53:12
GP097F,40,233.5mm,90,0,,,233.5,,2022-08-13 15:53:15
GP097F,40,243.3mm,91,0,,,243.3,,2022-08-13 15:53:18
GP097F,40,176.0mm,92,0,,,176.0,,2022-08-13 15:53:20
GP097F,40,161.2mm,93,0,,,161.2,,2022-08-13 15:53:23
GP097F,40,117.3mm,94,0,,,117.3,,2022-08-13 15:53:26
GP097F,40,192.6mm,95,0,,,192.6,,2022-08-13 15:53:29
GP097F,40,173.0mm,96,0,,,173.0,,2022-08-13 15:53:34
GP097F,40,118.9mm,97,0,,,118.9,,2022-08-13 15:53:37
GP097F,40,175.3mm,98,0,,,175.3,,2022-08-13 15:53:40
GP097F,40,185.3mm,99,0,,,185.3,,2022-08-13 15:53:43
GP097F,40,164.1mm,100,0,,,164.1,,2022-08-13 15:53:45
GP097F,302,162.9mm,1,0,,,162.9,,2022-08-13 15:54:11
GP097F,313,109.6mm,1,0,,,109.6,,2022-08-13 15:55:13
GP097F,313,116.4mm,2,0,,,116.4,,2022-08-13 15:55:18
GP097F,313,112.8mm,3,0,,,112.8,,2022-08-13 15:55:21
GP097F,314,145.8mm,1,0,,,145.8,,2022-08-13 15:55:29
GP097F,314,127.3mm,2,0,,,127.3,,2022-08-13 15:55:32
GP097F,502,36.4mm,1,0,,,36.4,,2022-08-13 15:55:51
GP097F,512,111.1mm,1,0,,,111.1,,2022-08-13 15:56:05
GP097F,626,123.7mm,1,0,,,123.7,,2022-08-13 15:56:16
GP097F,626,132.8mm,2,0,,,132.8,,2022-08-13 15:56:18
GP097F,626,158.6mm,3,0,,,158.6,,2022-08-13 15:56:21
GP097F,10,162.9mm,1,0,,,162.9,,2022-08-13 15:56:33
GP097F,622,258.6mm,1,0,,,258.6,,2022-08-13 15:56:45
GP097F,622,324.4mm,2,0,,,324.4,,2022-08-13 15:56:47
GP097F,622,297.4mm,3,0,,,297.4,,2022-08-13 15:56:50
GP097F,623,127.7mm,1,0,,,127.7,,2022-08-13 15:57:09
GP097F,623,125.3mm,2,0,,,125.3,,2022-08-13 15:57:12
GP097F,64,140.3mm,1,0,,,140.3,,2022-08-13 15:57:24
GP101F,40,223.0mm,1,0,,,223.0,,2022-08-16 18:13:09
GP101F,40,179.3mm,2,0,,,179.3,,2022-08-16 18:13:13
GP101F,40,159.2mm,3,0,,,159.2,,2022-08-16 18:13:16
GP101F,40,206.9mm,4,0,,,206.9,,2022-08-16 18:13:19
GP101F,40,194.8mm,5,0,,,194.8,,2022-08-16 18:13:21
GP101F,40,291.7mm,6,0,,,291.7,,2022-08-16 18:13:24
GP101F,40,202.8mm,7,0,,,202.8,,2022-08-16 18:13:26
GP101F,40,173.9mm,8,0,,,173.9,,2022-08-16 18:13:29
GP101F,40,200.2mm,9,0,,,200.2,,2022-08-16 18:13:32
GP101F,40,197.5mm,10,0,,,197.5,,2022-08-16 18:13:34
GP101F,40,172.1mm,11,0,,,172.1,,2022-08-16 18:13:36
GP101F,40,249.1mm,12,0,,,249.1,,2022-08-16 18:13:39
GP101F,40,154.0mm,13,0,,,154.0,,2022-08-16 18:13:42
GP101F,40,212.2mm,14,0,,,212.2,,2022-08-16 18:13:45
GP101F,40,191.8mm,15,0,,,191.8,,2022-08-16 18:13:48
GP101F,40,136.1mm,16,0,,,136.1,,2022-08-16 18:13:51
GP101F,40,182.0mm,17,0,,,182.0,,2022-08-16 18:13:55
GP101F,40,176.9mm,18,0,,,176.9,,2022-08-16 18:13:57
GP101F,40,202.1mm,19,0,,,202.1,,2022-08-16 18:14:00
GP101F,40,213.3mm,20,0,,,213.3,,2022-08-16 18:14:03
GP101F,40,225.3mm,21,0,,,225.3,,2022-08-16 18:14:05
GP101F,40,236.8mm,22,0,,,236.8,,2022-08-16 18:14:08
GP101F,40,160.4mm,23,0,,,160.4,,2022-08-16 18:14:11
GP101F,40,213.3mm,24,0,,,213.3,,2022-08-16 18:14:13
GP101F,40,163.4mm,25,0,,,163.4,,2022-08-16 18:14:16
GP101F,40,182.0mm,26,0,,,182.0,,2022-08-16 18:14:18
GP101F,40,176.1mm,27,0,,,176.1,,2022-08-16 18:14:21
GP101F,40,231.3mm,28,0,,,231.3,,2022-08-16 18:14:24
GP101F,40,205.3mm,29,0,,,205.3,,2022-08-16 18:14:26
GP101F,40,190.8mm,30,0,,,190.8,,2022-08-16 18:14:28
GP101F,40,257.1mm,31,0,,,257.1,,2022-08-16 18:14:31
GP101F,40,198.0mm,32,0,,,198.0,,2022-08-16 18:14:33
GP101F,40,176.6mm,33,0,,,176.6,,2022-08-16 18:14:35
GP101F,40,211.1mm,34,0,,,211.1,,2022-08-16 18:14:38
GP101F,40,286.2mm,35,0,,,286.2,,2022-08-16 18:14:40
GP101F,40,284.0mm,36,0,,,284.0,,2022-08-16 18:14:42
GP101F,40,181.9mm,37,0,,,181.9,,2022-08-16 18:14:45
GP101F,40,201.6mm,38,0,,,201.6,,2022-08-16 18:14:47
GP101F,40,183.9mm,39,0,,,183.9,,2022-08-16 18:14:50
GP101F,40,182.6mm,40,0,,,182.6,,2022-08-16 18:14:52
GP101F,40,173.3mm,41,0,,,173.3,,2022-08-16 18:14:55
GP101F,40,183.7mm,42,0,,,183.7,,2022-08-16 18:14:57
GP101F,40,226.7mm,43,0,,,226.7,,2022-08-16 18:15:00
GP101F,40,211.3mm,44,0,,,211.3,,2022-08-16 18:15:02
GP101F,40,211.3mm,45,0,,,211.3,,2022-08-16 18:15:05
GP101F,40,228.0mm,46,0,,,228.0,,2022-08-16 18:15:07
GP101F,40,213.7mm,47,0,,,213.7,,2022-08-16 18:15:10
GP101F,40,164.8mm,48,0,,,164.8,,2022-08-16 18:15:12
GP101F,40,189.7mm,49,0,,,189.7,,2022-08-16 18:15:15
GP101F,40,133.0mm,50,0,,,133.0,,2022-08-16 18:15:17
GP101F,40,250.8mm,51,0,,,250.8,,2022-08-16 18:15:20
GP101F,40,225.8mm,52,0,,,225.8,,2022-08-16 18:15:23
GP101F,40,162.1mm,53,0,,,162.1,,2022-08-16 18:15:26
GP101F,40,190.9mm,54,0,,,190.9,,2022-08-16 18:15:28
GP101F,40,283.2mm,55,0,,,283.2,,2022-08-16 18:15:31
GP101F,40,204.6mm,56,0,,,204.6,,2022-08-16 18:15:33
GP101F,40,165.6mm,57,0,,,165.6,,2022-08-16 18:15:36
GP101F,40,138.7mm,58,0,,,138.7,,2022-08-16 18:15:38
GP101F,40,197.2mm,59,0,,,197.2,,2022-08-16 18:15:41
GP101F,40,154.6mm,60,0,,,154.6,,2022-08-16 18:15:44
GP101F,40,206.7mm,61,0,,,206.7,,2022-08-16 18:15:47
GP101F,40,193.0mm,62,0,,,193.0,,2022-08-16 18:15:49
GP101F,40,175.1mm,63,0,,,175.1,,2022-08-16 18:15:53
GP101F,40,208.2mm,64,0,,,208.2,,2022-08-16 18:15:56
GP101F,40,205.7mm,65,0,,,205.7,,2022-08-16 18:15:59
GP101F,40,246.1mm,66,0,,,246.1,,2022-08-16 18:16:02
GP101F,40,207.3mm,67,0,,,207.3,,2022-08-16 18:16:05
GP101F,40,189.1mm,68,0,,,189.1,,2022-08-16 18:16:08
GP101F,40,213.0mm,69,0,,,213.0,,2022-08-16 18:16:11
GP101F,40,145.0mm,70,0,,,145.0,,2022-08-16 18:16:15
GP101F,40,172.5mm,71,0,,,172.5,,2022-08-16 18:16:18
GP101F,40,197.8mm,72,0,,,197.8,,2022-08-16 18:16:22
GP101F,40,180.1mm,73,0,,,180.1,,2022-08-16 18:16:25
GP101F,40,173.2mm,74,0,,,173.2,,2022-08-16 18:16:27
GP101F,40,200.3mm,75,0,,,200.3,,2022-08-16 18:16:30
GP101F,40,228.3mm,76,0,,,228.3,,2022-08-16 18:16:32
GP101F,40,187.9mm,77,0,,,187.9,,2022-08-16 18:16:35
GP101F,40,203.9mm,78,0,,,203.9,,2022-08-16 18:16:38
GP101F,40,177.5mm,79,0,,,177.5,,2022-08-16 18:16:41
GP101F,40,229.9mm,80,0,,,229.9,,2022-08-16 18:16:44
GP101F,40,157.8mm,81,0,,,157.8,,2022-08-16 18:16:46
GP101F,40,165.1mm,82,0,,,165.1,,2022-08-16 18:16:50
GP101F,40,190.4mm,83,0,,,190.4,,2022-08-16 18:16:53
GP101F,40,139.0mm,84,0,,,139.0,,2022-08-16 18:16:56
GP101F,40,168.2mm,85,0,,,168.2,,2022-08-16 18:17:00
GP101F,40,209.9mm,86,0,,,209.9,,2022-08-16 18:17:03
GP101F,10,365.5mm,1,0,,,365.5,,2022-08-16 18:17:17
GP101F,10,172.1mm,2,0,,,172.1,,2022-08-16 18:17:19
GP101F,350,180.7mm,1,0,,,180.7,,2022-08-16 18:17:44
GP101F,350,201.4mm,2,0,,,201.4,,2022-08-16 18:17:46
GP101F,520,106.7mm,1,0,,,106.7,,2022-08-16 18:17:57
GP101F,520,121.2mm,2,0,,,121.2,,2022-08-16 18:18:01
GP106f,10,352.9mm,1,0,,,352.9,,2022-08-02 13:33:46
GP106f,10,300.6mm,2,0,,,300.6,,2022-08-02 13:33:52
GP106f,10,338.3mm,3,0,,,338.3,,2022-08-02 13:33:56
GP106f,42,234.8mm,1,0,,,234.8,,2022-08-02 13:35:16
GP106f,42,212.3mm,2,0,,,212.3,,2022-08-02 13:35:44
GP106f,42,197.9mm,3,0,,,197.9,,2022-08-02 13:35:49
GP106f,40,186.3mm,1,0,,,186.3,,2022-08-02 13:36:14
GP106f,40,147.1mm,2,0,,,147.1,,2022-08-02 13:36:19
GP106f,40,209.2mm,3,0,,,209.2,,2022-08-02 13:36:23
GP106f,40,177.8mm,4,0,,,177.8,,2022-08-02 13:36:25
GP106f,40,170.3mm,5,0,,,170.3,,2022-08-02 13:36:28
GP106f,40,234.7mm,6,0,,,234.7,,2022-08-02 13:36:31
GP106f,40,254.4mm,7,0,,,254.4,,2022-08-02 13:36:34
GP106f,40,237.5mm,8,0,,,237.5,,2022-08-02 13:36:37
GP106f,40,153.0mm,9,0,,,153.0,,2022-08-02 13:36:41
GP106f,40,179.3mm,10,0,,,179.3,,2022-08-02 13:36:45
GP106f,40,275.6mm,11,0,,,275.6,,2022-08-02 13:36:48
GP106f,40,169.6mm,12,0,,,169.6,,2022-08-02 13:36:52
GP106f,40,178.2mm,13,0,,,178.2,,2022-08-02 13:36:55
GP106f,40,184.1mm,14,0,,,184.1,,2022-08-02 13:36:57
GP106f,40,218.0mm,15,0,,,218.0,,2022-08-02 13:37:00
GP106f,40,281.6mm,16,0,,,281.6,,2022-08-02 13:37:03
GP106f,40,184.9mm,17,0,,,184.9,,2022-08-02 13:37:06
GP106f,40,159.0mm,18,0,,,159.0,,2022-08-02 13:37:09
GP106f,40,157.6mm,19,0,,,157.6,,2022-08-02 13:37:12
GP106f,40,164.9mm,20,0,,,164.9,,2022-08-02 13:37:15
GP106f,40,214.2mm,21,0,,,214.2,,2022-08-02 13:37:17
GP106f,40,143.3mm,22,0,,,143.3,,2022-08-02 13:37:20
GP106f,40,207.6mm,23,0,,,207.6,,2022-08-02 13:37:23
GP106f,40,256.2mm,24,0,,,256.2,,2022-08-02 13:37:25
GP106f,40,172.6mm,25,0,,,172.6,,2022-08-02 13:37:28
GP106f,40,153.5mm,26,0,,,153.5,,2022-08-02 13:37:30
GP106f,40,226.7mm,27,0,,,226.7,,2022-08-02 13:37:34
GP106f,40,209.5mm,28,0,,,209.5,,2022-08-02 13:37:37
GP106f,40,163.0mm,29,0,,,163.0,,2022-08-02 13:37:39
GP106f,40,152.8mm,30,0,,,152.8,,2022-08-02 13:37:42
GP106f,40,157.1mm,31,0,,,157.1,,2022-08-02 13:37:45
GP106f,40,100.0mm,32,0,,,100.0,,2022-08-02 13:37:48
GP106f,40,98.8mm,33,0,,,98.8,,2022-08-02 13:37:51
GP106f,40,178.2mm,34,0,,,178.2,,2022-08-02 13:37:55
GP106f,40,225.5mm,35,0,,,225.5,,2022-08-02 13:37:58
GP106f,40,174.5mm,36,0,,,174.5,,2022-08-02 13:38:00
GP106f,40,135.5mm,37,0,,,135.5,,2022-08-02 13:38:03
GP106f,40,236.2mm,38,0,,,236.2,,2022-08-02 13:38:05
GP106f,40,155.1mm,39,0,,,155.1,,2022-08-02 13:38:08
GP106f,40,161.9mm,40,0,,,161.9,,2022-08-02 13:38:10
GP106f,40,192.0mm,41,0,,,192.0,,2022-08-02 13:38:13
GP106f,40,158.8mm,42,0,,,158.8,,2022-08-02 13:38:16
GP106f,40,205.4mm,43,0,,,205.4,,2022-08-02 13:38:18
GP106f,40,209.1mm,44,0,,,209.1,,2022-08-02 13:38:21
GP106f,40,209.1mm,45,0,,,209.1,,2022-08-02 13:38:24
GP106f,40,212.3mm,46,0,,,212.3,,2022-08-02 13:38:28
GP106f,40,190.4mm,47,0,,,190.4,,2022-08-02 13:38:31
GP106f,40,160.0mm,48,0,,,160.0,,2022-08-02 13:38:34
GP106f,40,184.4mm,49,0,,,184.4,,2022-08-02 13:38:36
GP106f,40,159.2mm,50,0,,,159.2,,2022-08-02 13:38:39
GP106f,40,248.8mm,51,0,,,248.8,,2022-08-02 13:38:41
GP106f,40,252.9mm,52,0,,,252.9,,2022-08-02 13:38:44
GP106f,40,169.2mm,53,0,,,169.2,,2022-08-02 13:38:47
GP106f,40,199.3mm,54,0,,,199.3,,2022-08-02 13:38:51
GP106f,40,161.0mm,55,0,,,161.0,,2022-08-02 13:38:53
GP106f,40,234.7mm,56,0,,,234.7,,2022-08-02 13:38:56
GP106f,40,174.6mm,57,0,,,174.6,,2022-08-02 13:38:59
GP106f,40,223.4mm,58,0,,,223.4,,2022-08-02 13:39:02
GP106f,40,165.0mm,59,0,,,165.0,,2022-08-02 13:39:04
GP106f,40,309.7mm,60,0,,,309.7,,2022-08-02 13:39:07
